//ukzn eece attempt 2 packets 6891 to 6918
//left edge of cam 0 - moving right
$GNRMC,215607.555,V,2952.100,S,3058.834,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.833,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.833,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.832,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.832,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.832,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.832,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.832,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.100,S,3058.831,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.101,S,3058.831,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.101,S,3058.831,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.101,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.101,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.101,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.828,E,60.3,1.01,080816,,E*46
//right edge of cam 0
$GNRMC,215607.555,V,2952.102,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.103,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.103,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.104,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.104,S,3058.826,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.105,S,3058.825,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.105,S,3058.825,E,60.3,1.01,080816,,E*46
//right edge of cam 1 - going back left
$GNRMC,215607.555,V,2952.105,S,3058.825,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.105,S,3058.825,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.105,S,3058.825,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.106,S,3058.825,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.105,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.105,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.104,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.104,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.103,S,3058.827,E,60.3,1.01,080816,,E*46
//left edge cam 1 - going left
$GNRMC,215607.555,V,2952.103,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.101,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.101,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.100,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.100,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.098,S,3058.831,E,60.3,1.01,080816,,E*46
