UKZN EECE NORTH BUILDING ACTUAL CO-ORDINATES TEST
=======================================================
$GNRMC,215607.555,V,2952.086,S,3058.838,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.085,S,3058.839,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.084,S,3058.839,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.084,S,3058.839,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.084,S,3058.839,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.083,S,3058.839,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.083,S,3058.839,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.083,S,3058.839,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.086,S,3058.836,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.086,S,3058.836,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.087,S,3058.835,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.088,S,3058.835,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.088,S,3058.834,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.089,S,3058.834,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.091,S,3058.832,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.092,S,3058.832,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.092,S,3058.831,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.096,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.097,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.098,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.100,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.102,S,3058.827,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.100,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.099,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.097,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.096,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.095,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.095,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.095,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.095,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.095,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.094,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.094,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.094,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.095,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.094,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.094,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.094,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.094,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.094,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.093,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.093,S,3058.828,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.092,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.092,S,3058.829,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.091,S,3058.830,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.090,S,3058.831,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.089,S,3058.831,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.089,S,3058.832,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.087,S,3058.833,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.086,S,3058.833,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.085,S,3058.833,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.085,S,3058.834,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.084,S,3058.835,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.083,S,3058.836,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.838,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.081,S,3058.838,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.841,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.841,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.842,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.842,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.841,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.841,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.841,E,60.3,1.01,080816,,E*46
$GNRMC,215607.555,V,2952.082,S,3058.841,E,60.3,1.01,080816,,E*46
